NearRank,RouteName,StartTime,EndTime,StartTimeUTC,EndTimeUTC,Total_Miles,Total_Minutes,To_ID,From_ID,RouteLayerItemID,RouteLayerItemURL,From_GEO_ID,From_STATE,From_COUNTY,From_TRACT,From_BLKGRP,From_Name,From_LSAD,From_CENSUSAREA,From_Shape__Area,From_Shape__Length,From_ORIG_FID,To_geoid,To_hos_address,To_hos_coordinates
2,3 - Location 2,2020-07-29 03:31:53,2020-07-29 04:21:54,2020-07-29 10:31:53,2020-07-29 11:21:54,44.12808485,50.02460353,2,32,,,1500000US060250123023,6,25,12302,3,3,BG,52.66999817,,,32,6025011700.0,"1415 Ross Ave, El Centro, CA 92243",X:  -115.56864 Y: 32.781487
1,1 - Location 1,2020-07-29 03:31:53,2020-07-29 04:13:23,2020-07-29 10:31:53,2020-07-29 11:13:23,38.95877765,41.49927537,1,33,,,1500000US060250124001,6,25,12400,1,1,BG,44.46099854,,,33,6025010600.0,"207 W Legion Rd, Brawley, CA 92227",X:  -115.55422 Y: 32.959953
2,1 - Location 2,2020-07-29 03:31:53,2020-07-29 04:28:03.000001,2020-07-29 10:31:53,2020-07-29 11:28:03,56.83417172,56.1711356,2,33,,,1500000US060250124001,6,25,12400,1,1,BG,44.46099854,,,33,6025011700.0,"1415 Ross Ave, El Centro, CA 92243",X:  -115.56864 Y: 32.781487
1,1 - Location 2,2020-07-29 03:31:53,2020-07-29 04:36:26,2020-07-29 10:31:53,2020-07-29 11:36:26,65.60360757,64.55076155,2,34,,,1500000US060259400001,6,25,940000,1,1,BG,26.9470005,,,34,6025011700.0,"1415 Ross Ave, El Centro, CA 92243",X:  -115.56864 Y: 32.781487
2,1 - Location 1,2020-07-29 03:31:53,2020-07-29 04:50:11,2020-07-29 10:31:53,2020-07-29 11:50:11,78.32103412,78.2950869,1,34,,,1500000US060259400001,6,25,940000,1,1,BG,26.9470005,,,34,6025010600.0,"207 W Legion Rd, Brawley, CA 92227",X:  -115.55422 Y: 32.959953
1,2 - Location 2,2020-07-29 03:31:53,2020-07-29 04:28:41,2020-07-29 10:31:53,2020-07-29 11:28:41,59.38461531,56.80278287,2,35,,,1500000US060259400002,6,25,940000,2,2,BG,12.3579998,,,35,6025011700.0,"1415 Ross Ave, El Centro, CA 92243",X:  -115.56864 Y: 32.781487
2,2 - Location 1,2020-07-29 03:31:53,2020-07-29 04:42:26.000001,2020-07-29 10:31:53,2020-07-29 11:42:26,72.10204186,70.54529407,1,35,,,1500000US060259400002,6,25,940000,2,2,BG,12.3579998,,,35,6025010600.0,"207 W Legion Rd, Brawley, CA 92227",X:  -115.55422 Y: 32.959953
1,3 - Location 2,2020-07-29 03:31:53,2020-07-29 04:24:54,2020-07-29 10:31:53,2020-07-29 11:24:54,55.60724225,53.01802319,2,36,,,1500000US060259400003,6,25,940000,3,3,BG,4.71400023,,,36,6025011700.0,"1415 Ross Ave, El Centro, CA 92243",X:  -115.56864 Y: 32.781487
2,3 - Location 1,2020-07-29 03:31:53,2020-07-29 04:38:39,2020-07-29 10:31:53,2020-07-29 11:38:39,68.3246688,66.76053438,1,36,,,1500000US060259400003,6,25,940000,3,3,BG,4.71400023,,,36,6025010600.0,"207 W Legion Rd, Brawley, CA 92227",X:  -115.55422 Y: 32.959953
1,1 - Location 1,2020-07-29 03:31:53,2020-07-29 03:57:21,2020-07-29 10:31:53,2020-07-29 10:57:21,20.19259948,25.46744103,1,37,,,1500000US060250101011,6,25,10101,1,1,BG,146.39900208,,,37,6025010600.0,"207 W Legion Rd, Brawley, CA 92227",X:  -115.55422 Y: 32.959953
2,1 - Location 2,2020-07-29 03:31:53,2020-07-29 04:10:43,2020-07-29 10:31:53,2020-07-29 11:10:43.000001,37.87763646,38.82661096,2,37,,,1500000US060250101011,6,25,10101,1,1,BG,146.39900208,,,37,6025011700.0,"1415 Ross Ave, El Centro, CA 92243",X:  -115.56864 Y: 32.781487
1,1 - Location 1,2020-07-29 03:31:53,2020-07-29 04:02:01,2020-07-29 10:31:53,2020-07-29 11:02:01,21.46237246,30.1277934,1,38,,,1500000US060250101021,6,25,10102,1,1,BG,88.68699646,,,38,6025010600.0,"207 W Legion Rd, Brawley, CA 92227",X:  -115.55422 Y: 32.959953
2,1 - Location 2,2020-07-29 03:31:53,2020-07-29 04:17:01,2020-07-29 10:31:53,2020-07-29 11:17:01,33.88026644,45.13083025,2,38,,,1500000US060250101021,6,25,10102,1,1,BG,88.68699646,,,38,6025011700.0,"1415 Ross Ave, El Centro, CA 92243",X:  -115.56864 Y: 32.781487
1,3 - Location 1,2020-07-29 03:31:53,2020-07-29 03:49:07,2020-07-29 10:31:53,2020-07-29 10:49:07,12.79626591,17.22690863,1,39,,,1500000US060250101023,6,25,10102,3,3,BG,0.41600001,,,39,6025010600.0,"207 W Legion Rd, Brawley, CA 92227",X:  -115.55422 Y: 32.959953
2,3 - Location 2,2020-07-29 03:31:53,2020-07-29 04:03:41,2020-07-29 10:31:53,2020-07-29 11:03:41,30.67165998,31.80204696,2,39,,,1500000US060250101023,6,25,10102,3,3,BG,0.41600001,,,39,6025011700.0,"1415 Ross Ave, El Centro, CA 92243",X:  -115.56864 Y: 32.781487
1,1 - Location 1,2020-07-29 03:31:53,2020-07-29 03:50:32.000001,2020-07-29 10:31:53,2020-07-29 10:50:32,13.6287482,18.65156817,1,40,,,1500000US060250102001,6,25,10200,1,1,BG,71.91300201,,,40,6025010600.0,"207 W Legion Rd, Brawley, CA 92227",X:  -115.55422 Y: 32.959953
2,1 - Location 2,2020-07-29 03:31:53,2020-07-29 04:04:45,2020-07-29 10:31:53,2020-07-29 11:04:45,26.05363998,32.87377467,2,40,,,1500000US060250102001,6,25,10200,1,1,BG,71.91300201,,,40,6025011700.0,"1415 Ross Ave, El Centro, CA 92243",X:  -115.56864 Y: 32.781487
1,2 - Location 1,2020-07-29 03:31:53,2020-07-29 03:43:05,2020-07-29 10:31:53,2020-07-29 10:43:05,8.57193786,11.20785611,1,41,,,1500000US060250102002,6,25,10200,2,2,BG,0.49599999,,,41,6025010600.0,"207 W Legion Rd, Brawley, CA 92227",X:  -115.55422 Y: 32.959953
2,2 - Location 2,2020-07-29 03:31:53,2020-07-29 03:57:45.000001,2020-07-29 10:31:53,2020-07-29 10:57:45,20.99710354,25.87325261,2,41,,,1500000US060250102002,6,25,10200,2,2,BG,0.49599999,,,41,6025011700.0,"1415 Ross Ave, El Centro, CA 92243",X:  -115.56864 Y: 32.781487
1,1 - Location 1,2020-07-29 03:31:53,2020-07-29 03:52:25.000001,2020-07-29 10:31:53,2020-07-29 10:52:25,12.90597005,20.53547146,1,42,,,1500000US060250103001,6,25,10300,1,1,BG,180.54400635,,,42,6025010600.0,"207 W Legion Rd, Brawley, CA 92227",X:  -115.55422 Y: 32.959953
2,1 - Location 2,2020-07-29 03:31:53,2020-07-29 04:02:46.000001,2020-07-29 10:31:53,2020-07-29 11:02:46,28.53235044,30.89046029,2,42,,,1500000US060250103001,6,25,10300,1,1,BG,180.54400635,,,42,6025011700.0,"1415 Ross Ave, El Centro, CA 92243",X:  -115.56864 Y: 32.781487
1,2 - Location 1,2020-07-29 03:31:53,2020-07-29 03:37:57,2020-07-29 10:31:53,2020-07-29 10:37:57,2.74763517,6.06910008,1,43,,,1500000US060250104002,6,25,10400,2,2,BG,0.16500001,,,43,6025010600.0,"207 W Legion Rd, Brawley, CA 92227",X:  -115.55422 Y: 32.959953
2,2 - Location 2,2020-07-29 03:31:53,2020-07-29 03:53:23,2020-07-29 10:31:53,2020-07-29 10:53:23,15.53096626,21.50205996,2,43,,,1500000US060250104002,6,25,10400,2,2,BG,0.16500001,,,43,6025011700.0,"1415 Ross Ave, El Centro, CA 92243",X:  -115.56864 Y: 32.781487
1,3 - Location 1,2020-07-29 03:31:53,2020-07-29 03:36:57.000001,2020-07-29 10:31:53,2020-07-29 10:36:57,2.45207863,5.06620205,1,44,,,1500000US060250104003,6,25,10400,3,3,BG,0.15800001,,,44,6025010600.0,"207 W Legion Rd, Brawley, CA 92227",X:  -115.55422 Y: 32.959953
2,3 - Location 2,2020-07-29 03:31:53,2020-07-29 03:52:23,2020-07-29 10:31:53,2020-07-29 10:52:23.000001,15.23540972,20.49916192,2,44,,,1500000US060250104003,6,25,10400,3,3,BG,0.15800001,,,44,6025011700.0,"1415 Ross Ave, El Centro, CA 92243",X:  -115.56864 Y: 32.781487
1,5 - Location 1,2020-07-29 03:31:53,2020-07-29 03:39:05,2020-07-29 10:31:53,2020-07-29 10:39:05,3.18051322,7.19375242,1,45,,,1500000US060250104005,6,25,10400,5,5,BG,0.73500001,,,45,6025010600.0,"207 W Legion Rd, Brawley, CA 92227",X:  -115.55422 Y: 32.959953
2,5 - Location 2,2020-07-29 03:31:53,2020-07-29 03:54:31,2020-07-29 10:31:53,2020-07-29 10:54:31,15.9638443,22.62671229,2,45,,,1500000US060250104005,6,25,10400,5,5,BG,0.73500001,,,45,6025011700.0,"1415 Ross Ave, El Centro, CA 92243",X:  -115.56864 Y: 32.781487
1,1 - Location 1,2020-07-29 03:31:53,2020-07-29 03:37:55,2020-07-29 10:31:53,2020-07-29 10:37:55,2.68899078,6.02783197,1,46,,,1500000US060250105001,6,25,10500,1,1,BG,0.542,,,46,6025010600.0,"207 W Legion Rd, Brawley, CA 92227",X:  -115.55422 Y: 32.959953
2,1 - Location 2,2020-07-29 03:31:53,2020-07-29 03:53:21,2020-07-29 10:31:53,2020-07-29 10:53:21,15.47232187,21.46079185,2,46,,,1500000US060250105001,6,25,10500,1,1,BG,0.542,,,46,6025011700.0,"1415 Ross Ave, El Centro, CA 92243",X:  -115.56864 Y: 32.781487
1,3 - Location 1,2020-07-29 03:31:53,2020-07-29 03:38:19,2020-07-29 10:31:53,2020-07-29 10:38:19,2.692716,6.43153293,1,47,,,1500000US060250105003,6,25,10500,3,3,BG,0.382,,,47,6025010600.0,"207 W Legion Rd, Brawley, CA 92227",X:  -115.55422 Y: 32.959953
2,3 - Location 2,2020-07-29 03:31:53,2020-07-29 03:53:45,2020-07-29 10:31:53,2020-07-29 10:53:45,15.47604708,21.8644928,2,47,,,1500000US060250105003,6,25,10500,3,3,BG,0.382,,,47,6025011700.0,"1415 Ross Ave, El Centro, CA 92243",X:  -115.56864 Y: 32.781487
1,4 - Location 1,2020-07-29 03:31:53,2020-07-29 03:36:53,2020-07-29 10:31:53,2020-07-29 10:36:53,2.21966453,5.00295514,1,48,,,1500000US060250105004,6,25,10500,4,4,BG,0.31999999,,,48,6025010600.0,"207 W Legion Rd, Brawley, CA 92227",X:  -115.55422 Y: 32.959953
2,4 - Location 2,2020-07-29 03:31:53,2020-07-29 03:52:19,2020-07-29 10:31:53,2020-07-29 10:52:19,15.00299561,20.43591502,2,48,,,1500000US060250105004,6,25,10500,4,4,BG,0.31999999,,,48,6025011700.0,"1415 Ross Ave, El Centro, CA 92243",X:  -115.56864 Y: 32.781487
1,1 - Location 1,2020-07-29 03:31:53,2020-07-29 03:34:46,2020-07-29 10:31:53,2020-07-29 10:34:46,1.55280494,2.88860823,1,49,,,1500000US060250106001,6,25,10600,1,1,BG,0.236,,,49,6025010600.0,"207 W Legion Rd, Brawley, CA 92227",X:  -115.55422 Y: 32.959953
2,1 - Location 2,2020-07-29 03:31:53,2020-07-29 03:50:12,2020-07-29 10:31:53,2020-07-29 10:50:12,14.33613603,18.3215681,2,49,,,1500000US060250106001,6,25,10600,1,1,BG,0.236,,,49,6025011700.0,"1415 Ross Ave, El Centro, CA 92243",X:  -115.56864 Y: 32.781487
1,2 - Location 1,2020-07-29 03:31:53,2020-07-29 03:35:00,2020-07-29 10:31:53,2020-07-29 10:35:00,1.60073844,3.12417658,1,50,,,1500000US060250106002,6,25,10600,2,2,BG,0.31999999,,,50,6025010600.0,"207 W Legion Rd, Brawley, CA 92227",X:  -115.55422 Y: 32.959953
2,2 - Location 2,2020-07-29 03:31:53,2020-07-29 03:50:26,2020-07-29 10:31:53,2020-07-29 10:50:26,14.38406953,18.55713646,2,50,,,1500000US060250106002,6,25,10600,2,2,BG,0.31999999,,,50,6025011700.0,"1415 Ross Ave, El Centro, CA 92243",X:  -115.56864 Y: 32.781487
1,4 - Location 1,2020-07-29 03:31:53,2020-07-29 03:32:26,2020-07-29 10:31:53,2020-07-29 10:32:26,0.18622563,0.54494571,1,51,,,1500000US060250106004,6,25,10600,4,4,BG,2.37899995,,,51,6025010600.0,"207 W Legion Rd, Brawley, CA 92227",X:  -115.55422 Y: 32.959953
2,4 - Location 2,2020-07-29 03:31:53,2020-07-29 03:49:03,2020-07-29 10:31:53,2020-07-29 10:49:03,13.39364482,17.16276242,2,51,,,1500000US060250106004,6,25,10600,4,4,BG,2.37899995,,,51,6025011700.0,"1415 Ross Ave, El Centro, CA 92243",X:  -115.56864 Y: 32.781487
1,1 - Location 1,2020-07-29 03:31:53,2020-07-29 03:36:35,2020-07-29 10:31:53,2020-07-29 10:36:35,2.16073209,4.70541979,1,52,,,1500000US060250107001,6,25,10700,1,1,BG,0.234,,,52,6025010600.0,"207 W Legion Rd, Brawley, CA 92227",X:  -115.55422 Y: 32.959953
2,1 - Location 2,2020-07-29 03:31:53,2020-07-29 03:52:01,2020-07-29 10:31:53,2020-07-29 10:52:01,14.94406317,20.13837966,2,52,,,1500000US060250107001,6,25,10700,1,1,BG,0.234,,,52,6025011700.0,"1415 Ross Ave, El Centro, CA 92243",X:  -115.56864 Y: 32.781487
1,3 - Location 1,2020-07-29 03:31:53,2020-07-29 03:37:54,2020-07-29 10:31:53,2020-07-29 10:37:54,2.84478937,6.01536641,1,53,,,1500000US060250107003,6,25,10700,3,3,BG,1.76400006,,,53,6025010600.0,"207 W Legion Rd, Brawley, CA 92227",X:  -115.55422 Y: 32.959953
2,3 - Location 2,2020-07-29 03:31:53,2020-07-29 03:52:26,2020-07-29 10:31:53,2020-07-29 10:52:26,15.3625139,20.55224629,2,53,,,1500000US060250107003,6,25,10700,3,3,BG,1.76400006,,,53,6025011700.0,"1415 Ross Ave, El Centro, CA 92243",X:  -115.56864 Y: 32.781487
1,1 - Location 2,2020-07-29 03:31:53,2020-07-29 03:57:23,2020-07-29 10:31:53,2020-07-29 10:57:23,19.19347324,25.50490789,2,54,,,1500000US060250108001,6,25,10800,1,1,BG,89.06300354,,,54,6025011700.0,"1415 Ross Ave, El Centro, CA 92243",X:  -115.56864 Y: 32.781487
2,1 - Location 1,2020-07-29 03:31:53,2020-07-29 03:59:09,2020-07-29 10:31:53,2020-07-29 10:59:09,19.2337799,27.27127348,1,54,,,1500000US060250108001,6,25,10800,1,1,BG,89.06300354,,,54,6025010600.0,"207 W Legion Rd, Brawley, CA 92227",X:  -115.55422 Y: 32.959953
1,2 - Location 2,2020-07-29 03:31:53,2020-07-29 03:47:13.000001,2020-07-29 10:31:53,2020-07-29 10:47:13,13.06958757,15.33629469,2,55,,,1500000US060250108002,6,25,10800,2,2,BG,22.90299988,,,55,6025011700.0,"1415 Ross Ave, El Centro, CA 92243",X:  -115.56864 Y: 32.781487
2,2 - Location 1,2020-07-29 03:31:53,2020-07-29 03:58:54,2020-07-29 10:31:53,2020-07-29 10:58:54,24.60275985,27.01448425,1,55,,,1500000US060250108002,6,25,10800,2,2,BG,22.90299988,,,55,6025010600.0,"207 W Legion Rd, Brawley, CA 92227",X:  -115.55422 Y: 32.959953
1,1 - Location 2,2020-07-29 03:31:53,2020-07-29 03:46:32,2020-07-29 10:31:53,2020-07-29 10:46:32,13.67787372,14.65052299,2,56,,,1500000US060250109001,6,25,10900,1,1,BG,5.23600006,,,56,6025011700.0,"1415 Ross Ave, El Centro, CA 92243",X:  -115.56864 Y: 32.781487
2,1 - Location 1,2020-07-29 03:31:53,2020-07-29 03:54:22,2020-07-29 10:31:53,2020-07-29 10:54:22,20.64661553,22.48871128,1,56,,,1500000US060250109001,6,25,10900,1,1,BG,5.23600006,,,56,6025010600.0,"207 W Legion Rd, Brawley, CA 92227",X:  -115.55422 Y: 32.959953
1,3 - Location 2,2020-07-29 03:31:53,2020-07-29 03:48:04.000001,2020-07-29 10:31:53,2020-07-29 10:48:04,14.07254827,16.18255553,2,57,,,1500000US060250109003,6,25,10900,3,3,BG,0.164,,,57,6025011700.0,"1415 Ross Ave, El Centro, CA 92243",X:  -115.56864 Y: 32.781487
2,3 - Location 1,2020-07-29 03:31:53,2020-07-29 03:56:41,2020-07-29 10:31:53,2020-07-29 10:56:41,22.07905233,24.79388775,1,57,,,1500000US060250109003,6,25,10900,3,3,BG,0.164,,,57,6025010600.0,"207 W Legion Rd, Brawley, CA 92227",X:  -115.55422 Y: 32.959953
1,5 - Location 2,2020-07-29 03:31:53,2020-07-29 03:46:33,2020-07-29 10:31:53,2020-07-29 10:46:33,13.3115546,14.66941726,2,58,,,1500000US060250109005,6,25,10900,5,5,BG,0.29100001,,,58,6025011700.0,"1415 Ross Ave, El Centro, CA 92243",X:  -115.56864 Y: 32.781487
2,5 - Location 1,2020-07-29 03:31:53,2020-07-29 03:56:27.000001,2020-07-29 10:31:53,2020-07-29 10:56:27,22.64689887,24.56319448,1,58,,,1500000US060250109005,6,25,10900,5,5,BG,0.29100001,,,58,6025010600.0,"207 W Legion Rd, Brawley, CA 92227",X:  -115.55422 Y: 32.959953
1,6 - Location 2,2020-07-29 03:31:53,2020-07-29 03:46:54.000001,2020-07-29 10:31:53,2020-07-29 10:46:54,13.58450846,15.01387061,2,59,,,1500000US060250109006,6,25,10900,6,6,BG,0.145,,,59,6025011700.0,"1415 Ross Ave, El Centro, CA 92243",X:  -115.56864 Y: 32.781487
2,6 - Location 1,2020-07-29 03:31:53,2020-07-29 03:56:47,2020-07-29 10:31:53,2020-07-29 10:56:47,22.91985274,24.90764783,1,59,,,1500000US060250109006,6,25,10900,6,6,BG,0.145,,,59,6025010600.0,"207 W Legion Rd, Brawley, CA 92227",X:  -115.55422 Y: 32.959953
1,1 - Location 2,2020-07-29 03:31:53,2020-07-29 03:40:58,2020-07-29 10:31:53,2020-07-29 10:40:58,5.25768297,9.08581818,2,60,,,1500000US060250110001,6,25,11000,1,1,BG,0.192,,,60,6025011700.0,"1415 Ross Ave, El Centro, CA 92243",X:  -115.56864 Y: 32.781487
2,1 - Location 1,2020-07-29 03:31:53,2020-07-29 03:41:59,2020-07-29 10:31:53,2020-07-29 10:41:59,8.67853243,10.10089859,1,60,,,1500000US060250110001,6,25,11000,1,1,BG,0.192,,,60,6025010600.0,"207 W Legion Rd, Brawley, CA 92227",X:  -115.55422 Y: 32.959953
1,3 - Location 2,2020-07-29 03:31:53,2020-07-29 03:39:32,2020-07-29 10:31:53,2020-07-29 10:39:32,4.52093047,7.64219521,2,61,,,1500000US060250110003,6,25,11000,3,3,BG,0.64399999,,,61,6025011700.0,"1415 Ross Ave, El Centro, CA 92243",X:  -115.56864 Y: 32.781487
2,3 - Location 1,2020-07-29 03:31:53,2020-07-29 03:42:23,2020-07-29 10:31:53,2020-07-29 10:42:23,9.34176943,10.50429073,1,61,,,1500000US060250110003,6,25,11000,3,3,BG,0.64399999,,,61,6025010600.0,"207 W Legion Rd, Brawley, CA 92227",X:  -115.55422 Y: 32.959953
1,4 - Location 2,2020-07-29 03:31:53,2020-07-29 03:39:26,2020-07-29 10:31:53,2020-07-29 10:39:26.000001,3.92859685,7.54616821,2,62,,,1500000US060250110004,6,25,11000,4,4,BG,0.78100002,,,62,6025011700.0,"1415 Ross Ave, El Centro, CA 92243",X:  -115.56864 Y: 32.781487
2,4 - Location 1,2020-07-29 03:31:53,2020-07-29 03:43:45,2020-07-29 10:31:53,2020-07-29 10:43:45,9.46915889,11.87145323,1,62,,,1500000US060250110004,6,25,11000,4,4,BG,0.78100002,,,62,6025010600.0,"207 W Legion Rd, Brawley, CA 92227",X:  -115.55422 Y: 32.959953
1,5 - Location 2,2020-07-29 03:31:53,2020-07-29 03:42:12,2020-07-29 10:31:53,2020-07-29 10:42:12,6.15475619,10.30907786,2,63,,,1500000US060250110005,6,25,11000,5,5,BG,2.55299997,,,63,6025011700.0,"1415 Ross Ave, El Centro, CA 92243",X:  -115.56864 Y: 32.781487
2,5 - Location 1,2020-07-29 03:31:53,2020-07-29 03:44:31,2020-07-29 10:31:53,2020-07-29 10:44:31,9.86300339,12.62754917,1,63,,,1500000US060250110005,6,25,11000,5,5,BG,2.55299997,,,63,6025010600.0,"207 W Legion Rd, Brawley, CA 92227",X:  -115.55422 Y: 32.959953
1,6 - Location 1,2020-07-29 03:31:53,2020-07-29 03:45:49,2020-07-29 10:31:53,2020-07-29 10:45:49,11.25830565,13.9342603,1,64,,,1500000US060250110006,6,25,11000,6,6,BG,65.0759964,,,64,6025010600.0,"207 W Legion Rd, Brawley, CA 92227",X:  -115.55422 Y: 32.959953
